거래번호,거래일시,사원번호,사용처,결제수단,거래타입,총결제금액,식권결제금액,쿠폰명
2023040383468030,2023.04.03 11:30:04,4bdb27b30df5380cec5d8b41,퀴즈노스(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468031,2023.04.03 11:30:05,6007043b86d50e0ece65066f,버거킹(판교유스페이스),쿠폰,승인,10800,10800,넥슨코리아 식권 (월~금)
2023040383468040,2023.04.03 11:30:06,831b887d9047dc4d14fd569c,버거킹(판교유스페이스),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468096,2023.04.03 11:30:16,63ce3a1e18d3715268ed7bee,후루룩손칼국수,쿠폰,승인,10000,10000,넥슨코리아 식권 (월~금)
2023040383468111,2023.04.03 11:30:18,1cba5cbebc5a5c9486f83aa3,버거킹(판교유스페이스),쿠폰,승인,11200,11200,넥슨코리아 식권 (월~금)
2023040383468139,2023.04.03 11:30:23,62aaeeefe439751427882b0d,써브웨이(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468172,2023.04.03 11:30:29,79b2385b6f07faeddf18d7c2,탄멘센야,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480011292,2023.04.03 11:30:45,9e6ee9f69eceaee9bae191a0,맥도날드(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468302,2023.04.03 11:30:50,042c3d95c2ef4dca51dc9da4,버거킹(판교유스페이스),쿠폰,승인,10100,10100,넥슨코리아 식권 (월~금)
2023040383468298,2023.04.03 11:30:50,2ce624d1af9961e7198ed777,탄멘센야,쿠폰,승인,11700,11700,넥슨코리아 식권 (월~금)
2023040383468432,2023.04.03 11:31:13,346351b6728dc5ab7fa6f98d,탄멘센야,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468576,2023.04.03 11:31:33,c96ac18e4c61ae31a19b269f,퀴즈노스(판교테크노밸리점),쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
2023040383468581,2023.04.03 11:31:34,2587a7eef4f2c076c5da659a,퀴즈노스(판교테크노밸리점),쿠폰,승인,9400,9400,넥슨코리아 식권 (월~금)
2023040383468660,2023.04.03 11:31:47,d1847e85daf460247208c36f,버거킹(판교유스페이스),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468734,2023.04.03 11:31:59,3ec54206bdfdcae4e603f94b,버거킹(판교유스페이스),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468737,2023.04.03 11:32:00,8cc9612643ecaca87dc95d11,버거킹(판교유스페이스),쿠폰,승인,8000,8000,넥슨코리아 식권 (월~금)
2023040383468798,2023.04.03 11:32:09,d4e223c737c5d638b8d6ab4c,버거킹(판교유스페이스),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383468813,2023.04.03 11:32:11,c8d9bd72027ea011d4fc49e3,탄멘센야,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468839,2023.04.03 11:32:15,59d6b8585458cb8d20be6cd1,애비로드,쿠폰,승인,10800,10800,넥슨코리아 식권 (월~금)
2023040383468882,2023.04.03 11:32:21,d01f68751e3a3affb21d99c2,탄멘센야,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468897,2023.04.03 11:32:24,f58892043a02cfa14c5fc2c8,해신정,포인트복합결제,승인,13500,12000,넥슨코리아 식권 (월~금)
2023040383468955,2023.04.03 11:32:31,e8fbb6865da3c912d560259b,탄멘센야,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383468983,2023.04.03 11:32:37,9d9f1bf8ad0cac1c288bcfed,퀴즈노스(판교테크노밸리점),쿠폰,승인,11900,11900,넥슨코리아 식권 (월~금)
2023040383468991,2023.04.03 11:32:38,8114496b645de9c73c1dccf4,애비로드,쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
2023040383469005,2023.04.03 11:32:41,1efa32141141882ef3f605d4,탄멘센야,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383469004,2023.04.03 11:32:41,64fc74e645a2f98073836d16,버거킹(판교유스페이스),쿠폰,승인,11700,11700,넥슨코리아 식권 (월~금)
2023040383469023,2023.04.03 11:32:44,1b5ee60d1399b38b735b7c64,퀴즈노스(판교테크노밸리점),쿠폰,승인,11460,11460,넥슨코리아 식권 (월~금)
2023040383469068,2023.04.03 11:32:51,902c2de86276f70597414a94,해신정,쿠폰,승인,11000,11000,넥슨코리아 식권 (월~금)
2023040383469118,2023.04.03 11:32:59,c9bb8b5a03bfe8891821c8f8,애비로드,쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
2023040383469152,2023.04.03 11:33:05,ed7b157fb80362e891744a27,버거킹(판교유스페이스),쿠폰,승인,11500,11500,넥슨코리아 식권 (월~금)
2023040383469261,2023.04.03 11:33:23,825aefeff89c6f09bcf460d7,퀴즈노스(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383469276,2023.04.03 11:33:24,7e0b6d90b325b2cabd75d7cd,애비로드,쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383469286,2023.04.03 11:33:26,79bfb41d3881698fad0f01c0,버거킹(판교유스페이스),쿠폰,승인,11700,11700,넥슨코리아 식권 (월~금)
2023040383469294,2023.04.03 11:33:28,dc0e673c95642df2e2d2634d,퀴즈노스(판교테크노밸리점),포인트복합결제,승인,12800,12000,넥슨코리아 식권 (월~금)
2023040383469347,2023.04.03 11:33:37,6a5829229ceeb6a5a484944c,버거킹(판교유스페이스),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383469431,2023.04.03 11:33:49,c222df7fb8a601350ae99c5b,애비로드,쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
202304033480017959,2023.04.03 11:33:58,88bb869a988dda9e6d35f53c,신라마라탕(판교점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383469647,2023.04.03 11:34:27,077343771ed25ed9ecdcb459,버거킹(판교유스페이스),쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
202304033480019744,2023.04.03 11:34:48,d66a9282ee979c0e2caeb5bd,신라마라탕(판교점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383469799,2023.04.03 11:34:53,c9d3a808d6ed96e03a5d5176,퀴즈노스(판교테크노밸리점),쿠폰,승인,10500,10500,넥슨코리아 식권 (월~금)
2023040383469807,2023.04.03 11:34:54,ca2d5ab6fba098884fd6878f,버거킹(판교유스페이스),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383469968,2023.04.03 11:35:21,b7e39a7cfde97f6703de0cbf,버거킹(판교유스페이스),쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
2023040383470052,2023.04.03 11:35:33,c4e1a1cc8ec9b0a9d3e15de7,버거킹(판교유스페이스),쿠폰,승인,8000,8000,넥슨코리아 식권 (월~금)
2023040383470281,2023.04.03 11:36:14,c9721f0b54dd93672e0fde2c,버거킹(판교유스페이스),쿠폰,승인,10800,10800,넥슨코리아 식권 (월~금)
2023040383470310,2023.04.03 11:36:20,cb506053edc91729d6b7d112,버거킹(판교유스페이스),쿠폰,승인,11200,11200,넥슨코리아 식권 (월~금)
202304033480023727,2023.04.03 11:36:38,a627fde781f8b0e7a8c7da77,신라마라탕(판교점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383470579,2023.04.03 11:37:01,d198c1070edc7f0052c33f46,버거킹(판교유스페이스),쿠폰,승인,10400,10400,넥슨코리아 식권 (월~금)
2023040383470903,2023.04.03 11:37:48,e111b13527e9adc8fd806d5f,버거킹(판교유스페이스),쿠폰,승인,6700,6700,넥슨코리아 식권 (월~금)
2023040383471125,2023.04.03 11:38:21,adf82d9b7eb9e111872aeef8,버거킹(판교유스페이스),쿠폰,승인,9900,9900,넥슨코리아 식권 (월~금)
2023040383471333,2023.04.03 11:38:49,4af05d4c0c9b54dd1e4753cd,퀴즈노스(판교테크노밸리점),쿠폰,승인,11700,11700,넥슨코리아 식권 (월~금)
2023040383471353,2023.04.03 11:38:52,7c80f7e8e9cf40e81950f5a3,버거킹(판교유스페이스),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383471522,2023.04.03 11:39:19,5ddfb7022c4d18398006ebb4,퀴즈노스(판교테크노밸리점),쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
2023040383471601,2023.04.03 11:39:29,91a0ed06a79820245b6fc97c,버거킹(판교유스페이스),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383471952,2023.04.03 11:40:20,d5010bf799794708bea58ec2,퀴즈노스(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
202304033480032513,2023.04.03 11:40:27,0477d9753c6d8d3bdaf9d3ad,(주)엔바이콘 혼키라멘,쿠폰,승인,9900,9900,넥슨코리아 식권 (월~금)
202304033480033639,2023.04.03 11:40:57,684cc918d8b92ee16831522a,킨파,포인트복합결제,승인,12500,12000,넥슨코리아 식권 (월~금)
2023040383472388,2023.04.03 11:41:22,70804ba29b502f7a881355da,써브웨이(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383472441,2023.04.03 11:41:30,c715df04ee63479ba415d4e8,퀴즈노스(판교테크노밸리점),쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
2023040383472459,2023.04.03 11:41:33,3692ed89a8b20bdba356530a,샐러디(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
202304033480036303,2023.04.03 11:42:04,cc2cdbf9ad33111bd1d5a880,카츠소당,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480036571,2023.04.03 11:42:11,9e074cac6de9f088b57eb15a,카츠소당,쿠폰,승인,11000,11000,넥슨코리아 식권 (월~금)
2023040383472757,2023.04.03 11:42:14,253b46842e4334ab4465b1fa,퀴즈노스(판교테크노밸리점),쿠폰,승인,8500,8500,넥슨코리아 식권 (월~금)
2023040383473086,2023.04.03 11:43:00,b0710819bcad8a0c1796f9bb,샐러드박스(판교점),포인트복합결제,승인,13900,12000,넥슨코리아 식권 (월~금)
2023040383473165,2023.04.03 11:43:10,636207debae1101164179cda,써브웨이(판교브릿지타워점),쿠폰,승인,11900,11900,넥슨코리아 식권 (월~금)
2023040383473163,2023.04.03 11:43:10,77d4f544012bbddb49c59e6d,퀴즈노스(판교테크노밸리점),쿠폰,승인,11500,11500,넥슨코리아 식권 (월~금)
2023040383473223,2023.04.03 11:43:18,a1e2057a1eb8696cf4b15a90,샐러드박스(판교점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383473509,2023.04.03 11:44:03,591dc553c0563b1ca3af2ac9,퀴즈노스(판교테크노밸리점),카드복합결제,승인,12900,12000,넥슨코리아 식권 (월~금)
202304033480042259,2023.04.03 11:44:36,f3e7c33801a8251624000d0f,맥도날드(판교테크노밸리점),쿠폰,승인,9800,9800,넥슨코리아 식권 (월~금)
2023040383473827,2023.04.03 11:44:50,c2ef1bde792b18218689eac7,샐러드박스(판교점),쿠폰,승인,9000,9000,넥슨코리아 식권 (월~금)
2023040383473925,2023.04.03 11:45:04,93eb0af011c39b086ae4b552,퀴즈노스(판교테크노밸리점),카드복합결제,승인,12400,12000,넥슨코리아 식권 (월~금)
202304033480043823,2023.04.03 11:45:15,51cedb54e8e5d15f2ff5b158,맥도날드(판교테크노밸리점),쿠폰,승인,8900,8900,넥슨코리아 식권 (월~금)
2023040383474343,2023.04.03 11:46:04,78743955176903540f08ad1e,샐러드박스(판교점),쿠폰,승인,10900,10900,넥슨코리아 식권 (월~금)
2023040383474414,2023.04.03 11:46:16,f9d3fe132a2ec71f76b39ad7,퀴즈노스(판교테크노밸리점),포인트복합결제,승인,25000,12000,넥슨코리아 식권 (월~금)
202304033480046487,2023.04.03 11:46:24,51952fb5e6628fe0180d2a07,맥도날드(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480046702,2023.04.03 11:46:29,fb5a7dcf6bb405c27ea9f6fd,(주)엔바이콘 혼키라멘,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480047190,2023.04.03 11:46:42,2fb7d6e0b81cec95f7844e0c,(주)엔바이콘 혼키라멘,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480047599,2023.04.03 11:46:51,e5a97f306f5d5f8b975b713f,(주)엔바이콘 혼키라멘,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480047687,2023.04.03 11:46:54,31a19d944e722e9c1d4689bc,킨파,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480047936,2023.04.03 11:47:00,e00428cd5f4367ae2fe066e0,(주)엔바이콘 혼키라멘,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480048632,2023.04.03 11:47:18,9e4e603a090c31acd92411d6,(주)엔바이콘 혼키라멘,쿠폰,승인,8000,8000,넥슨코리아 식권 (월~금)
2023040383474880,2023.04.03 11:47:20,b494b43fcdafa48ff247bb9d,버거킹(판교유스페이스),쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
2023040383474964,2023.04.03 11:47:31,73d09caf595a2a4e9a5bf40b,버거킹(판교유스페이스),쿠폰,승인,11900,11900,넥슨코리아 식권 (월~금)
2023040383474983,2023.04.03 11:47:35,2dbb7b8eb40b14f81675a976,퀴즈노스(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480049408,2023.04.03 11:47:40,41337460e3b3eb3eae81ef4a,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480049693,2023.04.03 11:47:47,5a3d75a430d91e4f5f1ead6a,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480049908,2023.04.03 11:47:53,caeaf9c076dec445b38c7099,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480050225,2023.04.03 11:48:01,e5e4d3204a269cbcd5ddd9ba,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480050771,2023.04.03 11:48:17,7da44f9eca2d31df7e3148dc,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480050998,2023.04.03 11:48:23,6f843dfded274321e5e84bc3,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480051298,2023.04.03 11:48:30,b2662892386579be6e3665f6,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480051529,2023.04.03 11:48:36,d59e0a7ec81cde9ca721d8a4,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480051778,2023.04.03 11:48:41,eea9504cd3c451dcc9ea0262,조이포,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383475478,2023.04.03 11:48:51,bccdc0708052f9088a67a563,퀴즈노스(판교테크노밸리점),쿠폰,승인,10900,10900,넥슨코리아 식권 (월~금)
202304033480053674,2023.04.03 11:49:29,243b9179e7a0fae8552a72bb,소바니우동,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480053895,2023.04.03 11:49:34,0323bc5bacf0e5412d1dc3c5,소바니우동,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383475799,2023.04.03 11:49:35,5bf6a8db24c96f07b9eb6f2f,퀴즈노스(판교테크노밸리점),포인트복합결제,승인,17400,12000,넥슨코리아 식권 (월~금)
2023040383475970,2023.04.03 11:49:58,c33b4483a46f8e51ec111700,칠리셔스(Chilicious),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383475964,2023.04.03 11:49:58,06d2ce0bfb56331258b594c6,써브웨이(판교브릿지타워점),쿠폰,승인,10500,10500,넥슨코리아 식권 (월~금)
2023040383476029,2023.04.03 11:50:08,2b2c72b27ddb60b45b6fb282,퀴즈노스(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383476327,2023.04.03 11:50:50,a59664d9c380b72c3c5c5651,퀴즈노스(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
202304033480057222,2023.04.03 11:50:59,7f00a981b55abf3c66455305,양평해장국(판교우림시티점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383476406,2023.04.03 11:51:01,86248e94b2cc2d724a42e7af,국수의진수,쿠폰,승인,10000,10000,넥슨코리아 식권 (월~금)
202304033480057506,2023.04.03 11:51:06,4ee3d02c6b692cf4d4ac312e,양평해장국(판교우림시티점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480057728,2023.04.03 11:51:12,3482e852dd9b17987ccccd77,(주)엔바이콘 혼키라멘,쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
202304033480057840,2023.04.03 11:51:15,0900b17098b4c5c07c6ccd90,양평해장국(판교우림시티점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480058040,2023.04.03 11:51:20,0f52d47c58aa033f946aef8c,(주)엔바이콘 혼키라멘,쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
2023040383476557,2023.04.03 11:51:22,1734b05364f5891a38bb990e,국수의진수,쿠폰,승인,10000,10000,넥슨코리아 식권 (월~금)
202304033480058451,2023.04.03 11:51:30,b9c049c89e90bbec7777f641,(주)엔바이콘 혼키라멘,쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
2023040383476645,2023.04.03 11:51:33,f3eb3d6f7d22e24881ee9a77,칠리셔스(Chilicious),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383477031,2023.04.03 11:52:24,205c74f82eefeda7123cf4b4,버거킹(판교유스페이스),쿠폰,승인,11900,11900,넥슨코리아 식권 (월~금)
2023040383477107,2023.04.03 11:52:33,d45d71cd8423067ae162f4ca,칠리셔스(Chilicious),쿠폰,승인,11500,11500,넥슨코리아 식권 (월~금)
2023040383477215,2023.04.03 11:52:45,b1c196844e700d9d13006f47,장여사강릉짬뽕순두부,쿠폰,승인,11000,11000,넥슨코리아 식권 (월~금)
2023040383477352,2023.04.03 11:53:02,5bdcdc8ee403a1e32f547325,장여사강릉짬뽕순두부,쿠폰,승인,11000,11000,넥슨코리아 식권 (월~금)
2023040383477432,2023.04.03 11:53:12,50f0b2e62d3e03eb990bd125,샐러디(판교테크노밸리점),쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
2023040383477440,2023.04.03 11:53:14,3eee1c02882a4357f69c5b1a,장여사강릉짬뽕순두부,쿠폰,승인,11000,11000,넥슨코리아 식권 (월~금)
2023040383477512,2023.04.03 11:53:22,a20847358afbde043621f2b4,퀴즈노스(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383477596,2023.04.03 11:53:34,9c3a992bbac8dbae79b5f0c2,샐러디(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383477642,2023.04.03 11:53:40,a150de18361ef6485cd68753,퀴즈노스(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
202304033480064184,2023.04.03 11:53:56,5c0ba505ff61b34c519f1571,슈퍼타이(판교테크노벨리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480064699,2023.04.03 11:54:09,386b3d6bca35d82f4805f9dc,슈퍼타이(판교테크노벨리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480064679,2023.04.03 11:54:09,7d6068b9d6fcba3d57c7afe6,차이나오라,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480065208,2023.04.03 11:54:22,dc638e8342854ad9999a6d9a,차이나오라,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480065565,2023.04.03 11:54:31,36e2029599e156317bc46875,차이나오라,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383478147,2023.04.03 11:54:47,3b1bf63f7013654f4ea5b868,써브웨이(판교테크노밸리점),쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
202304033480066341,2023.04.03 11:54:51,64ab40483023769e662b1987,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383478304,2023.04.03 11:55:07,da1e2141937f3a165b62859b,써브웨이(판교테크노밸리점),쿠폰,승인,9000,9000,넥슨코리아 식권 (월~금)
202304033480067532,2023.04.03 11:55:22,38af5abfaeab3a7b3970c703,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480067908,2023.04.03 11:55:32,900773b118913f1b3d49e00d,(주)엔바이콘 혼키라멘,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480067995,2023.04.03 11:55:34,8a1d98138653821d09f416d6,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480068306,2023.04.03 11:55:43,701330b96a8ba568d4b565dc,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480068468,2023.04.03 11:55:47,fee07e87257f8ce3c61545c9,(주)엔바이콘 혼키라멘,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383478602,2023.04.03 11:55:48,eb7cffd3fd2c57f43f038b34,써브웨이(판교브릿지타워점),쿠폰,승인,11400,11400,넥슨코리아 식권 (월~금)
2023040383478608,2023.04.03 11:55:50,2de6aae5c1b4c859d3709b79,폴트버거(판교점),포인트복합결제,승인,14700,12000,넥슨코리아 식권 (월~금)
202304033480068611,2023.04.03 11:55:51,d35ca0f594130cf0bb8caa1b,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480068841,2023.04.03 11:55:57,42a857d733785b834c1a351e,(주)엔바이콘 혼키라멘,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480069058,2023.04.03 11:56:02,d1f24f83ba180264e05b16b1,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480069470,2023.04.03 11:56:12,1374acfd710bf17c2295a690,(주)엔바이콘 혼키라멘,쿠폰,승인,5850,5850,넥슨코리아 식권 (월~금)
202304033480069676,2023.04.03 11:56:18,7b8a1dce1a523299d2c3d2aa,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480070236,2023.04.03 11:56:32,01a642c465d141a03e060131,풍천숯불재벌장어,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480070457,2023.04.03 11:56:38,086676d22221bde1c48ee805,일상화식,포인트복합결제,승인,13000,12000,넥슨코리아 식권 (월~금)
2023040383479126,2023.04.03 11:56:59,8ecbae7e322116989511659f,써브웨이(판교브릿지타워점),쿠폰,승인,10600,10600,넥슨코리아 식권 (월~금)
202304033480072545,2023.04.03 11:57:31,621c780884600f772ff2f151,(주)엔바이콘 판교순대,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383479363,2023.04.03 11:57:37,496fdfca38ae4f36a8a45253,죠샌드위치(판교테크노밸리점),쿠폰,승인,11800,11800,넥슨코리아 식권 (월~금)
2023040383479380,2023.04.03 11:57:38,429966c30db83d3fbb857f41,써브웨이(판교브릿지타워점),쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
202304033480072923,2023.04.03 11:57:40,0d7e1b5ba0dcce486d452422,(주)엔바이콘 판교순대,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480073521,2023.04.03 11:57:56,c52bd2d7f925dba841ec06da,(주)엔바이콘 판교순대,쿠폰,승인,10400,10400,넥슨코리아 식권 (월~금)
2023040383479778,2023.04.03 11:58:35,39121f528dc6dba17c43b605,버거킹(판교유스페이스),쿠폰,승인,11300,11300,넥슨코리아 식권 (월~금)
202304033480075396,2023.04.03 11:58:44,aefa9efc1555318996b7addc,스노우폭스(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383480195,2023.04.03 11:59:30,7f308c192ec08e966bf79edd,버거킹(판교유스페이스),포인트복합결제,승인,13000,12000,넥슨코리아 식권 (월~금)
2023040383480253,2023.04.03 11:59:38,5781293d609eb1548debbdeb,샐러디(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383480346,2023.04.03 11:59:52,dc27b9fba3f3b83f61681bb6,샐러디(판교테크노밸리점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480078238,2023.04.03 11:59:58,601c78fc3ba09391be7098ca,오투닭갈비부대찌개(판교점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480078403,2023.04.03 12:00:02,c71ee61710cfc499ac406490,서호돈가스,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
2023040383480441,2023.04.03 12:00:05,293adf7ab6693eeddac4b01b,샐러디(판교테크노밸리점),포인트복합결제,승인,12200,12000,넥슨코리아 식권 (월~금)
202304033480078674,2023.04.03 12:00:08,66cf2586e73abaf088bc4b0f,오투닭갈비부대찌개(판교점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480078838,2023.04.03 12:00:12,b28ea5f0bd5bd689a6de2184,서호돈가스,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480079237,2023.04.03 12:00:21,010f3013ad761d88d65c8923,오투닭갈비부대찌개(판교점),쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480080241,2023.04.03 12:00:39,cd8bdd16cb6d7619e6aa675a,소바니우동,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480080317,2023.04.03 12:00:41,e08af3603f845df183051cfa,(주)엔바이콘 판교순대,쿠폰,승인,11700,11700,넥슨코리아 식권 (월~금)
202304033480080745,2023.04.03 12:00:48,d4dfb0772ba7011969b8e5e4,소바니우동,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480081008,2023.04.03 12:00:52,8209d14d975c2a7f51122b62,소바니우동,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480081723,2023.04.03 12:01:06,df3cc771711112e140527c09,소바니우동,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480081809,2023.04.03 12:01:08,a6c8a997ec33cb7fd2b1f87f,오투닭갈비부대찌개(판교점),쿠폰,승인,10000,10000,넥슨코리아 식권 (월~금)
202304033480082121,2023.04.03 12:01:15,616cde94ff90c975db1ae021,소바니우동,쿠폰,승인,9500,9500,넥슨코리아 식권 (월~금)
202304033480082417,2023.04.03 12:01:21,a6e9373200f7f8a182092161,소바니우동,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480082662,2023.04.03 12:01:26,669187af01db6cbbf037c0ee,(주)엔바이콘 판교순대,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480082752,2023.04.03 12:01:28,8b1e08ee0991327923e0ff4e,(주)엔바이콘 왕스덕,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480083075,2023.04.03 12:01:35,289340ae7ddd4bb9a5da6d70,(주)엔바이콘 판교순대,쿠폰,승인,120,120,넥슨코리아 식권 (월~금)
202304033480083170,2023.04.03 12:01:37,d867ae746071927b6b4e940e,(주)엔바이콘 왕스덕,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
202304033480083467,2023.04.03 12:01:44,f8195a5c3dd422acdc8fc152,(주)엔바이콘 판교순대,쿠폰,승인,12000,12000,넥슨코리아 식권 (월~금)
